polymer_id,frac_MPC,frac_BMA,frac_MTAC,log_fog,fog_activity_bonus_penalty,log_fog_activity_bonus_penalty,fog_abs_bonus_penalty,log_fog_abs_bonus_penalty,fog_abs_modulated,log_fog_abs_modulated,fog_solvent_balanced,log_fog_solvent_balanced,objective_loglinear_main,objective_loglinear_main_exp,fog_vs_solvent_control,abs0_vs_solvent_control,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,solvent_group,solvent_control_polymer_id,fog_native_constrained,log_fog_native_constrained,fog_native_soft,log_fog_native_soft,native_activity_soft_penalty,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog_constraint_reason,run_id,input_t50_file,input_tidy
PMBTA-4,0.3,0.56,0.14,-0.0242150417801186,0.9760757901125346,-0.0242150417801186,0.9760757901125346,-0.0242150417801186,0.9760757901125346,-0.0242150417801186,0.9760757901125346,-0.0242150417801186,0.0225836523536977,1.0228405936088845,0.9760757901125346,1.047911037206402,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.9760757901125346,-0.0242150417801186,0.9760757901125346,-0.0242150417801186,1.0,1.047911037206402,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-5,0.55,0.225,0.225,-0.0133527527912749,0.8911333616286835,-0.1152611863607796,0.8911333616286835,-0.1152611863607796,0.8911333616286835,-0.1152611863607796,0.8911333616286835,-0.1152611863607796,-0.0643069695760272,0.9377171047234464,0.9867359997428914,0.9503221783413012,0.903112242647356,1.0,0.903112242647356,0.903112242647356,1.0,0.903112242647356,PBS,GOx,0.9867359997428914,-0.0133527527912749,0.8911333616286835,-0.1152611863607796,0.903112242647356,0.9503221783413012,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-6,0.348,0.443,0.209,-0.0860194438560495,0.9254499810337884,-0.0774751937734541,0.9254499810337884,-0.0774751937734541,0.9254499810337884,-0.0774751937734541,0.9254499810337884,-0.0774751937734541,-0.0141484345287556,0.9859511842012842,0.9175763898234606,1.074516732488048,1.0,1.0085808563708167,1.0085808563708167,1.0,1.0085808563708167,1.0085808563708167,PBS,GOx,0.9175763898234606,-0.0860194438560495,0.9175763898234606,-0.0860194438560495,1.0,1.074516732488048,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-7,0.123,0.678,0.199,-0.2047568264067033,0.8148454412149997,-0.2047568264067033,0.8148454412149997,-0.2047568264067033,0.8148454412149997,-0.2047568264067033,0.8148454412149997,-0.2047568264067033,-0.1894925036292738,0.8273789192133182,0.8148454412149997,1.0153814175847018,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.8148454412149997,-0.2047568264067033,0.8148454412149997,-0.2047568264067033,1.0,1.0153814175847018,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-8,0.095,0.752,0.153,-0.2404650503434494,0.7955829507114756,-0.22868016170469,0.7955829507114756,-0.22868016170469,0.7955829507114756,-0.22868016170469,0.7955829507114756,-0.22868016170469,-0.1599268064816358,0.8522061626509247,0.7862621245591332,1.0838702972355017,1.0,1.0118546040324257,1.0118546040324257,1.0,1.0118546040324257,1.0118546040324257,PBS,GOx,0.7862621245591332,-0.2404650503434494,0.7862621245591332,-0.2404650503434494,1.0,1.0838702972355017,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-9,0.379,0.533,0.088,-0.0357766269453009,0.9648557921995714,-0.0357766269453009,0.9648557921995714,-0.0357766269453009,0.9648557921995714,-0.0357766269453009,0.9648557921995714,-0.0357766269453009,-0.0071930080821853,0.992832799684884,0.9648557921995714,1.0289960507171063,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.9648557921995714,-0.0357766269453009,0.9648557921995714,-0.0357766269453009,1.0,1.0289960507171063,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-10,0.11,0.582,0.308,-0.0285197058018174,0.5466085153577703,-0.6040224268356966,0.5466085153577703,-0.6040224268356966,0.5466085153577703,-0.6040224268356966,0.5466085153577703,-0.6040224268356966,-0.316271066318757,0.7288618534884239,0.9718831422208448,0.7499480357514029,0.5624220563273875,1.0,0.5624220563273875,0.5624220563273875,1.0,0.5624220563273875,PBS,GOx,0.9718831422208448,-0.0285197058018174,0.5466085153577703,-0.6040224268356966,0.5624220563273875,0.7499480357514029,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-11,0.373,0.615,0.012,0.3507176101759558,1.0411972763806092,0.0403712782883375,1.0411972763806092,0.0403712782883375,1.0411972763806092,0.0403712782883375,1.0411972763806092,0.0403712782883375,0.1955444442321467,1.2159728357002335,1.4200862513785226,0.8562668883807939,0.7331929841373269,1.0,0.7331929841373269,0.7331929841373269,1.0,0.7331929841373269,PBS,GOx,1.4200862513785226,0.3507176101759558,1.0411972763806092,0.0403712782883375,0.7331929841373269,0.8562668883807939,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMPC,1.0,0.0,0.0,-0.1935204573687591,0.9786870761602672,-0.0215433237460962,0.9786870761602672,-0.0215433237460962,0.9786870761602672,-0.0215433237460962,0.9786870761602672,-0.0215433237460962,0.1181278820913232,1.1253880191389705,0.9245869872911108,1.2171791671394532,1.0,1.0585127084988086,1.0585127084988086,1.0,1.0585127084988086,1.0585127084988086,ETOH,GOx with EtOH,0.8240529780670256,-0.1935204573687591,0.8240529780670256,-0.1935204573687591,1.0,1.099641209636084,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMTAC,0.0,0.0,1.0,-0.4047618922286472,0.3035368224827797,-1.192252349704345,0.3035368224827797,-1.192252349704345,0.3035368224827797,-1.192252349704345,0.3035368224827797,-1.192252349704345,-0.798507120966496,0.4500002588631485,0.6671356421291814,0.6745258841619681,0.4549851684044848,1.0,0.4549851684044848,0.4549851684044848,1.0,0.4549851684044848,PBS,GOx,,,0.3035368224827797,-1.192252349704345,0.4549851684044848,0.6745258841619681,0.7,0,native_activity_below_threshold,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-1,0.8,0.04,0.16,-0.1465122880101598,0.9690878874825948,-0.0313999720478461,0.9690878874825948,-0.0313999720478461,0.9690878874825948,-0.0313999720478461,0.9690878874825948,-0.0313999720478461,0.0092903900715842,1.009333679700753,0.9690878874825948,1.0415295586066038,1.0,1.0,1.0,1.0,1.0,1.0,ETOH,GOx with EtOH,0.863715118929397,-0.1465122880101598,0.7647275107651276,-0.2682357036864008,0.8853932205251104,0.940953357252691,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-2,0.8,0.16,0.04,-0.1641953800773444,0.7747495291418224,-0.255215490069453,0.7747495291418224,-0.255215490069453,0.7747495291418224,-0.255215490069453,0.7747495291418224,-0.255215490069453,-0.2097054350733987,0.8108230508291466,0.8485762107969449,0.9555099948744236,0.912999350304921,1.0,0.912999350304921,0.912999350304921,1.0,0.912999350304921,PBS,GOx,0.8485762107969449,-0.1641953800773444,0.7747495291418224,-0.255215490069453,0.912999350304921,0.9555099948744236,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-3,0.3,0.14,0.56,-0.0870306290908175,0.9166490190771216,-0.0870306290908175,0.9166490190771216,-0.0870306290908175,0.9166490190771216,-0.0870306290908175,0.9166490190771216,-0.0870306290908175,-0.0853917882036859,0.9181524926091804,0.9166490190771216,1.0016401845207583,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.9166490190771216,-0.0870306290908175,0.9166490190771216,-0.0870306290908175,1.0,1.0016401845207583,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-4,0.3,0.56,0.14,-0.0295814801298556,0.9708517692901264,-0.0295814801298556,0.9708517692901264,-0.0295814801298556,0.9708517692901264,-0.0295814801298556,0.9708517692901264,-0.0295814801298556,-0.0217190819411965,0.9785150790015912,0.9708517692901264,1.0078933880061507,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.9708517692901264,-0.0295814801298556,0.9708517692901264,-0.0295814801298556,1.0,1.0078933880061507,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-5,0.55,0.225,0.225,0.0141932176856124,0.883627836781551,-0.1237193041053944,0.883627836781551,-0.1237193041053944,0.883627836781551,-0.1237193041053944,0.883627836781551,-0.1237193041053944,-0.0547630432098909,0.946709450609998,1.0142944196266372,0.9333675038441824,0.8711748972323197,1.0,0.8711748972323197,0.8711748972323197,1.0,0.8711748972323197,PBS,GOx,1.0142944196266372,0.0141932176856124,0.883627836781551,-0.1237193041053944,0.8711748972323197,0.9333675038441824,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-6,0.348,0.443,0.209,-0.078717690062358,0.924300826924484,-0.078717690062358,0.924300826924484,-0.078717690062358,0.924300826924484,-0.078717690062358,0.924300826924484,-0.078717690062358,-0.0749319383674623,0.9278066322136904,0.924300826924484,1.0037929267042542,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.924300826924484,-0.078717690062358,0.924300826924484,-0.078717690062358,1.0,1.0037929267042542,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-7,0.123,0.678,0.199,-0.1090715561095964,0.8186557066611599,-0.200091666101705,0.8186557066611599,-0.200091666101705,0.8186557066611599,-0.200091666101705,0.8186557066611599,-0.200091666101705,-0.1545816111056507,0.8567735670507042,0.8966662532539017,0.9555099948744236,0.912999350304921,1.0,0.912999350304921,0.912999350304921,1.0,0.912999350304921,PBS,GOx,0.8966662532539017,-0.1090715561095964,0.8186557066611599,-0.200091666101705,0.912999350304921,0.9555099948744236,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-8,0.095,0.752,0.153,-0.099131820192863,0.8165755614037793,-0.2026358277992309,0.8165755614037793,-0.2026358277992309,0.8165755614037793,-0.2026358277992309,0.8165755614037793,-0.2026358277992309,-0.150883823996047,0.8599475981316922,0.9056233207140943,0.9495643259866736,0.9016724091865258,1.0,0.9016724091865258,0.9016724091865258,1.0,0.9016724091865258,PBS,GOx,0.9056233207140943,-0.099131820192863,0.8165755614037793,-0.2026358277992309,0.9016724091865258,0.9495643259866736,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-9,0.379,0.533,0.088,0.0039085601248402,0.9437164774977652,-0.0579294995819408,0.9437164774977652,-0.0579294995819408,0.9437164774977652,-0.0579294995819408,0.9437164774977652,-0.0579294995819408,-0.0270104697285503,0.973351050749704,1.0039162085074396,0.9695540748334188,0.9400351040260864,1.0,0.9400351040260864,0.9400351040260864,1.0,0.9400351040260864,PBS,GOx,1.0039162085074396,0.0039085601248402,0.9437164774977652,-0.0579294995819408,0.9400351040260864,0.9695540748334188,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-10,0.11,0.582,0.308,0.4672898731019348,0.5266340690991371,-0.6412493376603164,0.5266340690991371,-0.6412493376603164,0.5266340690991371,-0.6412493376603164,0.5266340690991371,-0.6412493376603164,-0.0869797322791907,0.9166956747768766,1.5956638764220237,0.5744917136511195,0.3300407290537999,1.0,0.3300407290537999,0.3300407290537999,1.0,0.3300407290537999,PBS,GOx,,,0.5266340690991371,-0.6412493376603164,0.3300407290537999,0.5744917136511195,0.7,0,native_activity_below_threshold,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMBTA-11,0.373,0.615,0.012,0.0690820386731786,1.071524111959006,0.0690820386731786,1.071524111959006,0.0690820386731786,1.071524111959006,0.0690820386731786,1.071524111959006,0.0690820386731786,0.09718172454158,1.1020606268872075,1.071524111959006,1.0284982060481809,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,1.071524111959006,0.0690820386731786,1.071524111959006,0.0690820386731786,1.0,1.0284982060481809,0.7,1,,260211-2,t50__260211-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-2/extract/tidy.csv
PMPC,1.0,0.0,0.0,0.3174726981937776,1.0962075147543382,0.0918565088830996,1.0962075147543382,0.0918565088830996,1.0962075147543382,0.0918565088830996,1.0962075147543382,0.0918565088830996,0.2124176910229244,1.236664320800882,1.048814233160521,1.179107111346391,1.0,1.0451874889712367,1.0451874889712367,1.0,1.0451874889712367,1.0451874889712367,ETOH,GOx with EtOH,1.373651741179739,0.3174726981937776,1.373651741179739,0.3174726981937776,1.0,1.049968573224387,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMTAC,0.0,0.0,1.0,0.7886651329870791,1.0831671985111266,0.0798893406929237,1.0831671985111266,0.0798893406929237,1.0831671985111266,0.0798893406929237,1.0831671985111266,0.0798893406929237,0.4342772368400014,1.543846820005556,2.2004571472598777,0.7016027655562542,0.4922464406361842,1.0,0.4922464406361842,0.4922464406361842,1.0,0.4922464406361842,PBS,GOx,2.2004571472598777,0.7886651329870791,1.0831671985111266,0.0798893406929237,0.4922464406361842,0.7016027655562542,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-1,0.8,0.04,0.16,0.2561866798795567,1.090045611666707,0.0862195409313373,1.090045611666707,0.0862195409313373,1.090045611666707,0.0862195409313373,1.090045611666707,0.0862195409313373,0.3336527506525619,1.3960582790685436,0.9864666168929476,1.4152108699488262,1.0,1.105,1.105,1.0,1.105,1.105,ETOH,GOx with EtOH,1.2919938946931626,0.2561866798795567,1.2919938946931626,0.2561866798795567,1.0,1.2602137020741673,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-2,0.8,0.16,0.04,0.076701558576477,1.178518228304689,0.1642579106521892,1.178518228304689,0.1642579106521892,1.178518228304689,0.1642579106521892,1.178518228304689,0.1642579106521892,0.3478268302702977,1.4159870224177278,1.0797197951912794,1.3114393463230676,1.0,1.0915037712130735,1.0915037712130735,1.0,1.0915037712130735,1.0915037712130735,PBS,GOx,1.0797197951912794,0.076701558576477,1.0797197951912794,0.076701558576477,1.0,1.3114393463230676,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-3,0.3,0.14,0.56,0.2166044206658829,1.308224748820899,0.2686710645902281,1.308224748820899,0.2686710645902281,1.308224748820899,0.2686710645902281,1.308224748820899,0.2686710645902281,0.401175697193853,1.4935796632038991,1.2418527536751522,1.2027027027027026,1.0,1.053445945945946,1.053445945945946,1.0,1.053445945945946,1.053445945945946,PBS,GOx,1.2418527536751522,0.2166044206658829,1.2418527536751522,0.2166044206658829,1.0,1.2027027027027026,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-4,0.3,0.56,0.14,0.3487667365203248,1.5300938045742702,0.4253290437042135,1.5300938045742702,0.4253290437042135,1.5300938045742702,0.4253290437042135,1.5300938045742702,0.4253290437042135,0.5935475408092197,1.8103995029946296,1.4173185431243478,1.2773412947831553,1.0,1.0795694531741042,1.0795694531741042,1.0,1.0795694531741042,1.0795694531741042,PBS,GOx,1.4173185431243478,0.3487667365203248,1.4173185431243478,0.3487667365203248,1.0,1.2773412947831553,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-5,0.55,0.225,0.225,0.366731904827541,1.4213254854172577,0.3515898766632513,1.4213254854172577,0.3515898766632513,1.4213254854172577,0.3515898766632513,1.4213254854172577,0.3515898766632513,0.3591608907453961,1.432127199049308,1.4430110029686187,0.9924575738529228,0.9849720358980294,1.0,0.9849720358980294,0.9849720358980294,1.0,0.9849720358980294,PBS,GOx,1.4430110029686187,0.366731904827541,1.4213254854172577,0.3515898766632513,0.9849720358980294,0.9924575738529228,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-6,0.348,0.443,0.209,0.322876929576167,1.4884058709351933,0.3977056619431753,1.4884058709351933,0.3977056619431753,1.4884058709351933,0.3977056619431753,1.4884058709351933,0.3977056619431753,0.5634664062302251,1.7567515725379956,1.381095368453589,1.2719987429289756,1.0,1.0776995600251411,1.0776995600251411,1.0,1.0776995600251411,1.0776995600251411,PBS,GOx,1.381095368453589,0.322876929576167,1.381095368453589,0.322876929576167,1.0,1.2719987429289756,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-7,0.123,0.678,0.199,0.0131938694707829,1.1038827153079538,0.0988337060773459,1.1038827153079538,0.0988337060773459,1.1038827153079538,0.0988337060773459,1.1038827153079538,0.0988337060773459,0.2797556650091083,1.3228065649187266,1.0132812926267185,1.3054682589566309,1.0,1.0894138906348207,1.0894138906348207,1.0,1.0894138906348207,1.0894138906348207,PBS,GOx,1.0132812926267185,0.0131938694707829,1.0132812926267185,0.0131938694707829,1.0,1.3054682589566309,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-8,0.095,0.752,0.153,-0.0267738403018317,1.0655591428653757,0.063499678163302,1.0655591428653757,0.063499678163302,1.0655591428653757,0.063499678163302,1.0655591428653757,0.063499678163302,0.2508007550718961,1.285054018326625,0.9735814015036476,1.3199245757385296,1.0,1.0944736015084853,1.0944736015084853,1.0,1.0944736015084853,1.0944736015084853,PBS,GOx,0.9735814015036476,-0.0267738403018317,0.9735814015036476,-0.0267738403018317,1.0,1.3199245757385296,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-9,0.379,0.533,0.088,-0.031369832161812,1.070874391213982,0.0684755028079039,1.070874391213982,0.0684755028079039,1.070874391213982,0.0684755028079039,1.070874391213982,0.0684755028079039,0.3092913379281066,1.3624592487424312,0.9691170961212509,1.405876807039598,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.9691170961212509,-0.031369832161812,0.9691170961212509,-0.031369832161812,1.0,1.405876807039598,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-10,0.11,0.582,0.308,0.5042687705807987,0.9947279913751678,-0.0052859546997824,0.9947279913751678,-0.0052859546997824,0.9947279913751678,-0.0052859546997824,0.9947279913751678,-0.0052859546997824,0.2494914079405081,1.2833725375952625,1.6557743267852916,0.7750890425309033,0.6007630238514724,1.0,0.6007630238514724,0.6007630238514724,1.0,0.6007630238514724,PBS,GOx,1.6557743267852916,0.5042687705807987,0.9947279913751678,-0.0052859546997824,0.6007630238514724,0.7750890425309033,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMBTA-11,0.373,0.615,0.012,0.1385503550071735,1.269211307670454,0.2383956899768896,1.269211307670454,0.2383956899768896,1.269211307670454,0.2383956899768896,1.269211307670454,0.2383956899768896,0.5056826858209627,1.6581171071963707,1.1486075182538045,1.4435889377749844,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,1.1486075182538045,0.1385503550071735,1.1486075182538045,0.1385503550071735,1.0,1.4435889377749844,0.7,1,,260216-1,t50__260216-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-1/extract/tidy.csv
PMPC,1.0,0.0,0.0,0.1971102009761223,1.1260927867567907,0.1187539301917498,1.1260927867567907,0.1187539301917498,1.1260927867567907,0.1187539301917498,1.1260927867567907,0.1187539301917498,0.2519515357411604,1.2865336848724116,1.068467979527979,1.2040919424097,1.0,1.053932179843395,1.053932179843395,1.0,1.053932179843395,1.053932179843395,ETOH,GOx with EtOH,1.21787824468243,0.1971102009761223,1.21787824468243,0.1971102009761223,1.0,1.0902479187631509,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMTAC,0.0,0.0,1.0,0.6261197010944551,1.027271211138157,0.0269059770356252,1.027271211138157,0.0269059770356252,1.027271211138157,0.0269059770356252,1.027271211138157,0.0269059770356252,0.3265128390650402,1.3861260462112246,1.8703390060512088,0.7411095217105649,0.5492433231700622,1.0,0.5492433231700622,0.5492433231700622,1.0,0.5492433231700622,PBS,GOx,1.8703390060512088,0.6261197010944551,1.027271211138157,0.0269059770356252,0.5492433231700622,0.7411095217105649,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-1,0.8,0.04,0.16,0.2299134340944461,1.220028715460051,0.1988743957305051,1.220028715460051,0.1988743957305051,1.220028715460051,0.1988743957305051,1.220028715460051,0.1988743957305051,0.4344181865822033,1.5440644401532264,1.1040983850317203,1.3984844657741853,1.0,1.105,1.105,1.0,1.105,1.105,ETOH,GOx with EtOH,1.25849106279551,0.2299134340944461,1.25849106279551,0.2299134340944461,1.0,1.2662610923062845,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-2,0.8,0.16,0.04,-0.035474498208928,1.0664878183268869,0.0643708367607881,1.0664878183268869,0.0643708367607881,1.0664878183268869,0.0643708367607881,1.0664878183268869,0.0643708367607881,0.3078582423629656,1.3605081128514,0.96514734690216,1.4096377275638092,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.96514734690216,-0.035474498208928,0.96514734690216,-0.035474498208928,1.0,1.4096377275638092,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-3,0.3,0.14,0.56,0.1633941369656936,1.2456836511574785,0.219684496602448,1.2456836511574785,0.219684496602448,1.2456836511574785,0.219684496602448,1.2456836511574785,0.219684496602448,0.3585021968970444,1.4311841762889788,1.177500694792626,1.2154423200073183,1.0,1.0579048120025614,1.0579048120025614,1.0,1.0579048120025614,1.0579048120025614,PBS,GOx,1.177500694792626,0.1633941369656936,1.177500694792626,0.1633941369656936,1.0,1.2154423200073183,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-4,0.3,0.56,0.14,0.2090849751005889,1.3619674517800595,0.3089303100703051,1.3619674517800595,0.3089303100703051,1.3619674517800595,0.3089303100703051,1.3619674517800595,0.3089303100703051,0.5494604796683848,1.7323181448386027,1.2325497301177009,1.405475253865154,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,1.2325497301177009,0.2090849751005889,1.2325497301177009,0.2090849751005889,1.0,1.405475253865154,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-5,0.55,0.225,0.225,0.1941619625040581,1.219967543025323,0.1988242543136663,1.219967543025323,0.1988242543136663,1.219967543025323,0.1988242543136663,1.219967543025323,0.1988242543136663,0.2555880840823374,1.2912207440032293,1.2142929369552455,1.063351934864148,1.0,1.0046731772024518,1.0046731772024518,1.0,1.0046731772024518,1.0046731772024518,PBS,GOx,1.2142929369552455,0.1941619625040581,1.2142929369552455,0.1941619625040581,1.0,1.063351934864148,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-6,0.348,0.443,0.209,0.2255773002948191,1.3846157097645253,0.3254226352645353,1.3846157097645253,0.3254226352645353,1.3846157097645253,0.3254226352645353,1.3846157097645253,0.3254226352645353,0.5650411238877882,1.7595201395427875,1.2530458911896156,1.4041944927271066,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,1.2530458911896156,0.2255773002948191,1.2530458911896156,0.2255773002948191,1.0,1.4041944927271066,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-7,0.123,0.678,0.199,-0.0745942526306471,1.0177167701247778,0.0175616575360852,1.0177167701247778,0.0175616575360852,1.0177167701247778,0.0175616575360852,1.0177167701247778,0.0175616575360852,0.2074342322894051,1.2305167859069428,0.92811999218553,1.3258164852255052,1.0,1.0965357698289269,1.0965357698289269,1.0,1.0965357698289269,1.0965357698289269,PBS,GOx,0.92811999218553,-0.0745942526306471,0.92811999218553,-0.0745942526306471,1.0,1.3258164852255052,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-8,0.095,0.752,0.153,-0.1005396864280509,0.9782589422394402,-0.0219808768759549,0.9782589422394402,-0.0219808768759549,0.9782589422394402,-0.0219808768759549,0.9782589422394402,-0.0219808768759549,0.1490554183746202,1.1607373136019734,0.9043492213102758,1.2835056262007136,1.0,1.0817269691702498,1.0817269691702498,1.0,1.0817269691702498,1.0817269691702498,PBS,GOx,0.9043492213102758,-0.1005396864280509,0.9043492213102758,-0.1005396864280509,1.0,1.2835056262007136,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
PMBTA-9,0.379,0.533,0.088,-0.0720437612412065,1.0247549762459336,0.0244535364490053,1.0247549762459336,0.0244535364490053,1.0247549762459336,0.0244535364490053,1.0247549762459336,0.0244535364490053,0.2202134117480872,1.246342686378742,0.9304901755152158,1.3394474430518706,1.0,1.1013066050681546,1.1013066050681546,1.0,1.1013066050681546,1.1013066050681546,PBS,GOx,0.9304901755152158,-0.0720437612412065,0.9304901755152158,-0.0720437612412065,1.0,1.3394474430518706,0.7,1,,260216-2,t50__260216-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260216-2/extract/tidy.csv
